Date,High,Low,Open,Close,Volume,Adj Close,Return,Change,Volatility,MA7,MA21,Momentum,RSI,MACD,Signal,Upper_Band,Lower_Band
2012-05-18,45.0,38.0,42.04999923706055,38.22999954223633,573576400,38.22999954223633,-0.091,0.0,,,,,,0.0,0.0,,
2012-05-21,36.65999984741211,33.0,36.52999877929688,34.029998779296875,168192700,34.029998779296875,-0.068,-4.200000762939453,2.9698490204631605,,,,,-0.3350427959040019,-0.06700855918080038,,
2012-05-22,33.59000015258789,30.940000534057617,32.61000061035156,31.0,101786600,31.0,-0.049,-3.029998779296875,3.6210587100462543,,,,,-0.8354318657339093,-0.22069322049142218,,
2012-05-23,32.5,31.36000061035156,31.3700008392334,32.0,73600000,32.0,0.02,1.0,3.15123065396477,,,35.22999954223633,,-1.138181913427033,-0.4041909590785444,,
2012-05-24,33.209999084472656,31.770000457763672,32.95000076293945,33.029998779296875,50237200,33.029998779296875,0.002,1.029998779296875,2.7138827404026817,,,31.029998779296875,,-1.280243365397375,-0.5794014403423107,,
2012-05-25,32.95000076293945,31.11000061035156,32.900001525878906,31.90999984741211,37149800,31.90999984741211,-0.03,-1.1199989318847656,2.4979818776296865,,,28.0,,-1.4663000489387628,-0.7567811620616012,,
2012-05-29,31.690000534057617,28.649999618530277,31.479999542236328,28.84000015258789,78063400,28.84000015258789,-0.084,-3.0699996948242188,2.8583313154579284,32.719999585832866,,29.0,,-1.8402612433353625,-0.9734771783163535,,
2012-05-30,29.549999237060547,27.86000061035156,28.700000762939453,28.190000534057617,57267900,28.190000534057617,-0.018,-0.6499996185302734,3.0846121220067095,31.28571401323591,,30.029998779296875,,-2.1641309664253114,-1.211607935938145,,
2012-05-31,29.670000076293945,26.82999992370605,28.549999237060547,29.600000381469727,111639200,29.600000381469727,0.037,1.4099998474121094,2.9668867835174044,30.652857099260604,,28.90999984741211,,-2.280733970005066,-1.4254331427515294,,
2012-06-01,29.149999618530277,27.38999938964844,28.88999938964844,27.71999931335449,41855500,27.71999931335449,-0.04,-1.880001068115238,3.068403814843978,30.18428557259696,,25.84000015258789,,-2.496069924454183,-1.6395604990920603,,
2012-06-04,27.649999618530277,26.440000534057617,27.200000762939453,26.899999618530277,35230300,26.899999618530277,-0.011,-0.8199996948242116,3.1986718088201385,29.455714089529856,,25.190000534057617,,-2.701748269840987,-1.8519980532418456,,
2012-06-05,27.76000022888184,25.75,26.700000762939453,25.8700008392334,42473400,25.8700008392334,-0.031,-1.0299987792968786,3.380306124053829,28.432857240949357,,26.600000381469727,,-2.914268263351868,-2.0644520952638503,,
2012-06-06,27.170000076293945,25.520000457763672,26.06999969482422,26.809999465942383,61489200,26.809999465942383,0.028,0.9399986267089844,3.3599850391728268,27.704285757882253,,24.71999931335449,,-2.9725758519964067,-2.2460768466103618,,
2012-06-07,27.350000381469727,26.149999618530277,27.0,26.309999465942383,26159500,26.309999465942383,-0.026,-0.5,3.3594424755169086,27.342857088361466,,23.899999618530277,,-3.024268967293448,-2.4017152707469793,,
2012-06-08,27.76000022888184,26.440000534057617,26.549999237060547,27.100000381469727,38034000,27.100000381469727,0.021,0.7900009155273438,3.272343827852731,27.187142780848912,,22.8700008392334,24.08010830402202,-2.967284651631765,-2.5148291469239363,,
2012-06-11,28.06999969482422,26.84000015258789,27.18000030517578,27.01000022888184,28219600,27.01000022888184,-0.006,-0.09000015258788707,3.1880834951998045,26.817142759050643,,23.809999465942383,23.971890613095127,-2.8960031099194268,-2.5910639395230346,,
2012-06-12,27.770000457763672,26.959999084472656,27.479999542236328,27.399999618530277,15816800,27.399999618530277,-0.003,0.3899993896484375,3.083295145706913,26.771428516932897,,23.309999465942383,25.533618773761887,-2.7760418013133688,-2.6280595118811014,,
2012-06-13,28.100000381469727,27.100000381469727,27.65999984741211,27.270000457763672,17102800,27.270000457763672,-0.014,-0.12999916076660512,2.9881207073740184,26.824285779680526,,24.100000381469727,25.34671663767874,-2.6607895204858636,-2.6346055136020543,,
2012-06-14,28.31999969482422,27.3799991607666,27.649999618530277,28.290000915527344,16855000,28.290000915527344,0.023,1.0200004577636719,2.8691281376347506,27.170000076293945,,24.01000022888184,29.695139281186144,-2.458802203885032,-2.5994448516586504,,
2012-06-15,30.100000381469727,28.350000381469727,28.51000022888184,30.01000022888184,43563800,30.01000022888184,0.053,1.7199993133544957,2.776890566043421,27.627143042428152,,24.399999618530277,36.42045729652385,-2.1353215723901755,-2.5066201958049557,,
2012-06-18,32.08000183105469,29.40999984741211,29.959999084472656,31.40999984741211,42978900,31.40999984741211,0.048,1.3999996185302699,2.757165905175436,28.355714525495255,29.472857066563197,24.270000457763672,41.33925931581469,-1.7458673009671166,-2.3544696168373878,35.68384406050848,23.261870072617914
2012-06-19,32.18000030517578,30.700000762939453,31.540000915527344,31.90999984741211,30849000,31.90999984741211,0.012,0.5,2.7609837119661464,29.042857306344168,29.171904700142996,25.290000915527344,43.03430767494628,-1.3809573469921617,-2.159767162868343,34.07561551800043,24.268193882285555
2012-06-20,31.93000030517578,31.149999618530277,31.920000076293945,31.600000381469727,15553600,31.600000381469727,-0.01,-0.3099994659423828,2.73141883778348,29.698571613856725,29.056190490722656,27.01000022888184,42.21974265318552,-1.1040511313662513,-1.9486239565679246,33.57825382814133,24.53412715330398
2012-06-21,32.5,31.51000022888184,31.670000076293945,31.84000015258789,21875300,31.84000015258789,0.005,0.23999977111816406,2.708949511078125,30.332857404436385,29.096190497988747,28.40999984741211,43.117429202448065,-0.8553747569676808,-1.729974116647876,33.70450656681608,24.48787442916142
2012-06-22,33.45000076293945,32.060001373291016,32.40999984741211,33.04999923706055,74834000,33.04999923706055,0.02,1.2099990844726562,2.7619249678736697,31.15857151576451,29.146190461658296,28.90999984741211,47.54242021954828,-0.5542708357348829,-1.4948334604652773,33.907091194682344,24.385289728634252
2012-06-25,33.02000045776367,31.549999237060547,32.86000061035156,32.060001373291016,24352900,32.060001373291016,-0.024,-0.9899978637695312,2.72930419586499,31.69714300973075,29.10000010899135,28.600000381469727,44.49272734702733,-0.3910209169416845,-1.2740709517605588,33.71935940237536,24.480640815607334
2012-06-26,33.439998626708984,32.5,32.689998626708984,33.099998474121094,24858700,33.099998474121094,0.013,1.0399971008300781,2.754385949335625,32.138571330479216,29.156666710263206,28.84000015258789,48.24834696799876,-0.17569974839712899,-1.054396711087873,33.94684116680001,24.3664922537264
2012-06-27,32.900001525878906,31.899999618530277,32.459999084472656,32.22999954223633,28568000,32.22999954223633,-0.007,-0.8699989318847656,2.714902611324416,32.25571414402553,29.31809525262742,30.049999237060547,45.47637506239305,-0.07440017503369134,-0.8583974038770367,34.28854213288952,24.347648372365324
2012-06-28,32.189998626708984,30.899999618530277,31.959999084472656,31.36000061035156,17713300,31.36000061035156,-0.019,-0.8699989318847692,2.642285847702905,32.177142824445454,29.469047637212846,29.060001373291016,42.82662494998447,-0.06358817138039541,-0.6994355573777085,34.48791148618745,24.450183788238242
2012-06-29,31.989999771118164,30.76000022888184,31.920000076293945,31.100000381469727,19526900,31.100000381469727,-0.026,-0.2600002288818324,2.566590805272598,32.10571425301688,29.540476208641415,30.099998474121094,42.03830241061888,-0.07513333582060255,-0.5745751130662873,34.60961197420045,24.471340443082383
2012-07-02,31.729999542236328,30.549999237060547,31.25,30.770000457763672,14122000,30.770000457763672,-0.015,-0.3299999237060547,2.4895856972018344,31.952857153756277,29.685714358375186,29.229999542236328,41.00656708738673,-0.10964725246317997,-0.48158954094566586,34.71035970463307,24.661069012117302
2012-07-03,31.440000534057617,30.799999237060547,30.90999984741211,31.200000762939453,8763600,31.200000762939453,0.009,0.43000030517578125,2.421803066375995,31.688571657453263,29.890476317632768,28.36000061035156,42.970655865472125,-0.1011365103604227,-0.40549893482861726,34.787162632325085,24.99379000294045
