Date,High,Low,Open,Close,Volume,Adj Close
1980-12-12,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1283479928970337,469033600.0,0.10032309591770172
1980-12-15,0.12221000343561172,0.12165199965238571,0.12221000343561172,0.12165199965238571,175884800.0,0.09508919715881348
1980-12-16,0.1132809966802597,0.11272300034761429,0.1132809966802597,0.11272300034761429,105728000.0,0.08810983598232269
1980-12-17,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.11551299691200256,86441600.0,0.09029064327478409
1980-12-18,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.11886200308799744,73449600.0,0.09290838986635208
1980-12-19,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.12611599266529083,48630400.0,0.09857845306396484
1980-12-22,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1322540044784546,37363200.0,0.10337623953819275
1980-12-23,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.13783499598503113,46950400.0,0.10773858428001404
1980-12-24,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.14508900046348572,48003200.0,0.11340868473052979
1980-12-26,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.15848200023174286,55574400.0,0.12387733906507492
1980-12-29,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.16071400046348572,93161600.0,0.1256219744682312
1980-12-30,0.15736599266529083,0.156808003783226,0.15736599266529083,0.156808003783226,68880000.0,0.12256884574890137
1980-12-31,0.1529020071029663,0.1523440033197403,0.1529020071029663,0.1523440033197403,35750400.0,0.11907953768968582
1981-01-02,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.15401799976825714,21660800.0,0.12038808315992355
1981-01-05,0.15122799575328827,0.15067000687122345,0.15122799575328827,0.15067000687122345,35728000.0,0.11777105182409286
1981-01-06,0.1445309966802597,0.1439729928970337,0.1445309966802597,0.1439729928970337,45158400.0,0.11253640055656433
1981-01-07,0.13839299976825714,0.13783499598503113,0.13839299976825714,0.13783499598503113,55686400.0,0.10773858428001404
1981-01-08,0.13560299575328827,0.13504500687122345,0.13560299575328827,0.13504500687122345,39827200.0,0.10555779933929443
1981-01-09,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.14229899644851685,21504000.0,0.1112278625369072
1981-01-12,0.14229899644851685,0.141183003783226,0.14229899644851685,0.141183003783226,23699200.0,0.11035557091236115
1981-01-13,0.1367190033197403,0.13616099953651428,0.1367190033197403,0.13616099953651428,23049600.0,0.10643009841442108
1981-01-14,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1367190033197403,14291200.0,0.1068662628531456
1981-01-15,0.140625,0.13950900733470917,0.13950900733470917,0.13950900733470917,14067200.0,0.10904708504676819
1981-01-16,0.13895100355148315,0.13839299976825714,0.13895100355148315,0.13839299976825714,13395200.0,0.10817475616931915
1981-01-19,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.14676299691200256,41574400.0,0.11471717059612274
1981-01-20,0.14285700023174286,0.14229899644851685,0.14285700023174286,0.14229899644851685,30083200.0,0.1112278625369072
1981-01-21,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.14508900046348572,15904000.0,0.11340868473052979
1981-01-22,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.14676299691200256,35548800.0,0.11471717059612274
1981-01-23,0.14732100069522858,0.14620499312877655,0.14676299691200256,0.14620499312877655,11222400.0,0.11428099125623703
